
5.807473754,37.4658557
47.37839867,70.86217909
81.94289768,83.19679206
3.309938771,7.93736961
61.15939222,71.02312697
39.31095956,61.46062606
28.45150334,96.14684351
73.4925951,86.24158343



17.10510907,56.86312748
89.96191545,42.50512942
66.34149516,49.65462895
8.747641809,22.72898097
84.23025705,83.53556964
22.37600078,39.22070955
97.44221168,56.62308769
62.76072287,11.12845897
54.14144969,10.44837271
13.64191949,7.090715691




99.8575864,20.88317986
26.73960967,47.10080541
20.30696148,60.93824128
49.60063582,24.00966389
85.21679013,65.53867995
30.46613056,37.90077711
14.58652225,29.47864162
66.71904411,85.07530868
29.18710868,94.9401155
54.83981228,50.12832096
12.29219052,60.97218064
86.21733189,52.83624191
